Host,Time Stamp,Method,Endpoint,Protocol,Status Code,Content Size
10.180.6.239,14/Feb/2023:17:30:33,GET,/assets/vendor/jquery/jquery.min.js,HTTP/1.1,200,89476.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/assets/vendor/venobox/venobox.min.js,HTTP/1.1,200,15022.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/assets/vendor/owl.carousel/owl.carousel.min.js,HTTP/1.1,200,44342.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/assets/vendor/isotope-layout/isotope.pkgd.min.js,HTTP/1.1,200,35445.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/assets/vendor/aos/aos.js,HTTP/1.1,200,14690.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/assets/js/main.js,HTTP/1.1,200,6330.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/hero.html,HTTP/1.1,200,6789.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/about.html,HTTP/1.1,200,2729.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/faq.html,HTTP/1.1,200,4212.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/contact.html,HTTP/1.1,200,5487.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/images/api_br.png,HTTP/1.1,200,1629.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/images/api_g.png,HTTP/1.1,200,1588.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/images/api_y.png,HTTP/1.1,200,1636.0
10.180.6.239,14/Feb/2023:17:30:33,GET,/images/api_p.png,HTTP/1.1,200,1642.0
